Order-Line,Order number,Line Number,Order title,Customer name,Account Manager,Sales Rep,Line Description,Product Name,Material,Material Category,Material Sub Category,Storage type,Amount,Amount Numeric,Unit cost,Extended cost,Width per print,Prints across,Machine name,Machine mode,GL Code,Cost Step,Current Step,Order Status,Batch Id,Cost Transaction Date,Cost Created By,Line Revenue,Tags,Line Tags,Com Message Text
F0010763-1,F0010763,1,MTO (F0010763),F. SCHUMACHER & CO - MTO,,,Willa Check Small,Willa Check Small - 5012368 (Birch),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.04,30 inches,2,EMBER,300dpi,,Print,Invoiced,Invoiced,2577185,9/11/2025,JEANNE,,,10,
F0010765-1,F0010765,1,MTO (F0010765),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5013625 (Straw),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.04,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2594502,9/17/2025,JOE,,,10,
F0010766-1,F0010766,1,MTO (F0010766),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011870 (Buttercup),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",78 Linear Feet,78,0,0.08,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2594510,9/17/2025,JOE,,,10,
F0010830-1,F0010830,1,MTO (F0010830),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Medium,Edwin Stripe Medium - 5011881 (Lavender),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,0,0.05,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2594512,9/17/2025,JOE,,,10,
F0010831-1,F0010831,1,Regular (F0010831),F. SCHUMACHER & CO - MTO,,,Leaf Bloom,Leaf Bloom - 5016392 (Neutral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",32.817 Linear Feet,32.817,0,0.04,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2597434,9/17/2025,JOE,,,10,
F0010837-1,F0010837,1,MTO (F0010837),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011861 (Lavender),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",108 Linear Feet,108,0,0.12,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2599474,9/18/2025,JOE,,,10,
F0010859-1,F0010859,1,MTO (F0010859),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011863 (Seaglass),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.04,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2594692,9/17/2025,JEANNE,,,10,
F0010861-1,F0010861,1,MTO (F0010861),F. SCHUMACHER & CO - MTO,,,Willa Check Small,Willa Check Small - 5012368 (Birch),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",.183 Linear Feet,0.183,0,0,30 inches,2,EMBER,300dpi,,Print,Invoiced,Invoiced,2577186,9/11/2025,JEANNE,,,10,
F0010866-1,F0010866,1,MTO (F0010866),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5011900 (Sky),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",243 Linear Feet,243,0,0.26,30 inches,2,EMBER,300dpi,,Print,Invoiced,Invoiced,2594694,9/17/2025,JEANNE,,,10,
F0010867-1,F0010867,1,MTO (F0010867),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011863 (Seaglass),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.04,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2594703,9/17/2025,JEANNE,,,10,
F0010873-1,F0010873,1,MTO (F0010873),F. SCHUMACHER & CO - MTO,,,Watercolor Stripe,Watercolor Stripe  - 5011572 (Lavender),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,0,0.05,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2594518,9/17/2025,JOE,,,10,
F0010874-1,F0010874,1,MTO (F0010874),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Medium,Edwin Stripe Medium - 5011894 (Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.13,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2599476,9/18/2025,JOE,,,10,
F0010877-1,F0010877,1,MTO (F0010877),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5013620 (Petal),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",168 Linear Feet,168,0,0.18,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2599478,9/18/2025,JOE,,,10,
F0010884-1,F0010884,1,MTO (F0010884),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5013602 (Eucalyptus),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",36.183 Linear Feet,36.183,0,0.04,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2606918,9/19/2025,COCONNOR@FSCO.COM,,,10,
F0010885-1,F0010885,1,MTO (F0010885),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Medium,Edwin Stripe Medium - 5011898 (Linen),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.04,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2604186,9/19/2025,JOE,,,10,
F0010890-1,F0010890,1,MTO (F0010890),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011863 (Seaglass),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.1,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2594704,9/17/2025,JEANNE,,,10,
F0010914-1,F0010914,1,MTO (F0010914),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5013601 (Straw),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",108 Linear Feet,108,0,0.12,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2604187,9/19/2025,JOE,,,10,
F0010935-1,F0010935,1,MTO (F0010935),F. SCHUMACHER & CO - MTO,,,Rue,Rue - 5013922 (Sand),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",243 Linear Feet,243,0,0.1,30 inches,2,Bianca,300dpi,,Print,Invoiced,Invoiced,2613471,9/23/2025,COCONNOR@FSCO.COM,,,10,
F0010940-1,F0010940,1,MTO (F0010940),F. SCHUMACHER & CO - MTO,,,Marigold,Marigold  - 5012071 (Yellow),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.03,30 inches,2,LASH,300dpi,,Print,Invoiced,Invoiced,2612867,9/23/2025,SARAH,,,10,
F0010941-1,F0010941,1,MTO (F0010941),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011873 (Butternut),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.04,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2605725,9/19/2025,JOE,,,10,
F0010949-1,F0010949,1,MTO (F0010949),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5011903 (Seaglass),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",138 Linear Feet,138,0,0.15,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2608768,9/22/2025,JOE,,,10,
F0010950-1,F0010950,1,MTO (F0010950),F. SCHUMACHER & CO - MTO,,,Leaf Bloom,Leaf Bloom - 5016392 (Neutral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.05,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2637535,9/30/2025,JOE,,,10,
F0010951-1,F0010951,1,MTO (F0010951),F. SCHUMACHER & CO - MTO,,,Valletta,Valletta - 5013521 (Moonstone),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.1,30 inches,2,EMBER,300dpi,,Print,Invoiced,Invoiced,2599480,9/18/2025,JEANNE,,,10,
F0010987-1,F0010987,1,MTO (F0010987),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011873 (Butternut),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.07,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2605727,9/19/2025,JOE,,,10,
F0010988-1,F0010988,1,MTO (F0010988),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5013602 (Eucalyptus),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.04,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2606919,9/19/2025,COCONNOR@FSCO.COM,,,10,
F0010989-1,F0010989,1,MTO (F0010989),F. SCHUMACHER & CO - MTO,,,Maryam Vine,Maryam Vine  - 5011600 (Peacock),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",153 Linear Feet,153,0,0.07,30 inches,2,LASH,300dpi,,Print,Invoiced,Invoiced,2612868,9/23/2025,SARAH,,,10,
F0011009-1,F0011009,1,MTO (F0011009),F. SCHUMACHER & CO - MTO,,,Les Fleurs Exotiques,Les Fleurs Exotiques - 5015661 (Citron),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.04,30 inches,2,Bianca,300dpi,,Print,Invoiced,Invoiced,2651581,10/3/2025,SREMSON@PARAMOUNTPRINTS.COM,,,10,
F0011012-1,F0011012,1,MTO (F0011012),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Medium,Edwin Stripe Medium - 5013611 (Straw),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,0,0.05,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2628123,9/26/2025,JEANNE,,,10,
F0011014-1,F0011014,1,MTO (F0011014),F. SCHUMACHER & CO - MTO,,,Colline,Colline - 5014222 (Delft&Sepia),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.04,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2643431,10/1/2025,JOE,,,10,
F0011017-1,F0011017,1,MTO (F0011017),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5011909 (Leaf),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.04,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2628124,9/26/2025,JEANNE,,,10,
F0011018-1,F0011018,1,MTO (F0011018),F. SCHUMACHER & CO - MTO,,,Watercolor Stripe,Watercolor Stripe  - 5011571 (Mineral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.07,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2606920,9/19/2025,COCONNOR@FSCO.COM,,,10,
F0011040-1,F0011040,1,MTO (F0011040),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011876 (Birch),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",138 Linear Feet,138,0,0.15,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2628125,9/26/2025,JEANNE,,,10,
F0011052-1,F0011052,1,MTO (F0011052),F. SCHUMACHER & CO - MTO,,,Colline,Colline - 5014222 (Delft&Sepia),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",153 Linear Feet,153,0,0.07,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2642656,10/1/2025,JOE,,,10,
F0011057-1,F0011057,1,MTO (F0011057),F. SCHUMACHER & CO - MTO,,,Taylor,Taylor - 5013081 (Mineral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",27.5922 Linear Feet,27.5922,0,0.01,30 inches,2,Chyna,300dpi,,Print,Invoiced,Invoiced,2628528,9/26/2025,BLAWLOR@FSCO.COM,,,10,
F0011060-1,F0011060,1,MTO (F0011060),F. SCHUMACHER & CO - MTO,,,Dedra Damask,Dedra Damask  - 5011760 (Mineral&Leaf),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.1,30 inches,2,LASH,300dpi,,Print,Invoiced,Invoiced,2637607,9/30/2025,BLAWLOR@FSCO.COM,,,10,
F0011080-1,F0011080,1,MTO (F0011080),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5013620 (Petal),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",138 Linear Feet,138,0,0.15,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2630992,9/26/2025,COCONNOR@FSCO.COM,,,10,
F0011085-1,F0011085,1,MTO (F0011085),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5011907 (Navy),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.01,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2643004,10/1/2025,JOE,,,10,
F0011086-1,F0011086,1,MTO (F0011086),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Medium,Edwin Stripe Medium - 5013613 (Eucalyptus),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.01,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2643005,10/1/2025,JOE,,,10,
F0011106-1,F0011106,1,MTO (F0011106),F. SCHUMACHER & CO - MTO,,,Marigold,Marigold  - 5012071 (Yellow),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.04,30 inches,2,LASH,300dpi,,Print,Invoiced,Invoiced,2612869,9/23/2025,SARAH,,,10,
F0011140-1,F0011140,1,MTO (F0010935) (F0011140),F. SCHUMACHER & CO - MTO,,,Rue,Rue - 5013922 (Sand),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",243 Linear Feet,243,0,0.1,30 inches,2,Bianca,300dpi,,Print,Invoiced,Invoiced,2622860,9/25/2025,COCONNOR@FSCO.COM,,,10,
F0011154-1,F0011154,1,MTO (F0011154),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5013601 (Straw),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.03,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2651750,10/3/2025,JOE,,,10,
F0011175-1,F0011175,1,MTO (F0011175),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011872 (Wheat),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,0,0.02,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2651753,10/3/2025,JOE,,,10,
F0011198-1,F0011198,1,MTO (F0011198),F. SCHUMACHER & CO - MTO,,,Aditi,Aditi  - 5011934 (Sage),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",168 Linear Feet,168,0,0.18,30 inches,2,Chyna,300dpi,,Print,Invoiced,Invoiced,2677191,10/10/2025,COCONNOR@FSCO.COM,,,10,
F0011200-1,F0011200,1,MTO (F0011200),F. SCHUMACHER & CO - MTO,,,Taylor,Taylor - 5013081 (Mineral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.03,30 inches,2,Chyna,300dpi,,Print,Invoiced,Invoiced,2628533,9/26/2025,BLAWLOR@FSCO.COM,,,10,
F0011219-1,F0011219,1,MTO (F0011219),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5011914 (Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",9 Linear Feet,9,0,0,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2661533,10/7/2025,JOE,,,10,
F0011235-1,F0011235,1,MTO (F0011235),F. SCHUMACHER & CO - MTO,,,Sequoia Stripe,Sequoia Stripe  - 5011530 (Brown),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,0,0.02,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2661542,10/7/2025,JOE,,,10,
F0011241-1,F0011241,1,MTO (F0011241),F. SCHUMACHER & CO - MTO,,,Willa Check Small,Willa Check Small - 5012368 (Birch),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,0,0.02,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2661547,10/7/2025,JOE,,,10,
F0011242-1,F0011242,1,MTO (F0011242),F. SCHUMACHER & CO - MTO,,,Josephine,Josephine  - 5012011 (Ochre),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.05,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2671455,10/9/2025,JOE,,,10,
F0011243-1,F0011243,1,MTO (F0011243),F. SCHUMACHER & CO - MTO,,,Leaf Bloom,Leaf Bloom - 5016392 (Neutral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.03,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2642890,10/1/2025,COCONNOR@FSCO.COM,,,10,
F0011245-1,F0011245,1,MTO (F0011245),F. SCHUMACHER & CO - MTO,,,Fantasia,Fantasia - 5013592 (PeonyPink),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.01,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2661536,10/7/2025,JOE,,,10,
F0011246-1,F0011246,1,MTO (F0011246),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5013602 (Eucalyptus),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",198 Linear Feet,198,0,0.08,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2667332,10/8/2025,JOE,,,10,
F0011249-1,F0011249,1,MTO (F0011249),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Medium,Edwin Stripe Medium - 5011886 (Cobalt),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",78 Linear Feet,78,0,0.03,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2668162,10/8/2025,JOE,,,10,
F0011268-1,F0011268,1,MTO (F0011268),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5013621 (Mocha),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.05,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2671458,10/9/2025,JOE,,,10,
F0011276-1,F0011276,1,MTO (F0011276),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011870 (Buttercup),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.01,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2671465,10/9/2025,JOE,,,10,
F0011278-1,F0011278,1,MTO (F0011278),F. SCHUMACHER & CO - MTO,,,Ephemera,Ephemera - 5014872 (TealGray),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",153 Linear Feet,153,0,0.16,30 inches,2,LASH,300dpi,,Print,Invoiced,Invoiced,2661074,10/7/2025,SARAH,,,10,
F0011281-1,F0011281,1,MTO (F0011281),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011879 (Mushroom),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",9 Linear Feet,9,0,0,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2671466,10/9/2025,JOE,,,10,
F0011282-1,F0011282,1,MTO (F0011282),F. SCHUMACHER & CO - MTO,,,Willa Check Small,Willa Check Small - 5012363 (Yellow),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.05,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2676592,10/10/2025,JOE,,,10,
F0011314-1,F0011314,1,MTO (F0011314),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Medium,Edwin Stripe Medium - 5013612 (Mocha),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.03,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2676604,10/10/2025,JOE,,,10,
F0011315-1,F0011315,1,MTO (F0011315),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011864 (Ocean),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.01,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2671469,10/9/2025,JOE,,,10,
F0011388-1,F0011388,1,MTO (F0011388),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Medium,Edwin Stripe Medium - 5011889 (Leaf),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.03,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2691037,10/15/2025,JOE,,,10,
F0011391-1,F0011391,1,MTO (F0011391),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011870 (Buttercup),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,0,0.02,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2691035,10/15/2025,JOE,,,10,
F0011462-1,F0011462,1,MTO (F0011462),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Medium,Edwin Stripe Medium - 5011880 (Sky),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.05,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2695223,10/16/2025,JOE,,,10,
F0011464-1,F0011464,1,MTO (F0011464),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5011917 (Naturelle),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.04,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2692589,10/15/2025,JOE,,,10,
F0011466-1,F0011466,1,MTO (F0011466),F. SCHUMACHER & CO - MTO,,,Ouvrez Moi,Ouvrez Moi - 5014510 (Blue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,0,0.02,30 inches,2,EMBER,300dpi,,Print,Invoiced,Invoiced,2700069,10/17/2025,JEANNE,,,10,
F0011506-1,F0011506,1,MTO (F0011506),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011870 (Buttercup),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.04,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2691039,10/15/2025,JOE,,,10,
F0011637-1,F0011637,1,MTO (F0011637),F. SCHUMACHER & CO - MTO,,,Coffee Bean,Coffee Bean - 5011140 (Pink),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",2.6586 Linear Feet,2.6586,0,0,30 inches,2,Bianca,300dpi,,Print,Invoiced,Invoiced,2720305,10/23/2025,SUSAN,,,10,
F0011649-1,F0011649,1,MTO (F0011649),F. SCHUMACHER & CO - MTO,,,Baracoa,Baracoa  - 5012101 (Neutral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3.3414 Linear Feet,3.3414,0,0,30 inches,2,Bianca,300dpi,,Print,Invoiced,Invoiced,2715314,10/22/2025,SREMSON@PARAMOUNTPRINTS.COM,,,10,
F0011746-1,F0011746,1,Regular (F0011746),F. SCHUMACHER & CO - MTO,,,Kerala Paisley II,Kerala Paisley II - 5015211 (Blue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,0,0.13,30 inches,2,Bianca,300dpi,,Print,Invoiced,Invoiced,2720309,10/23/2025,SUSAN,,,10,
F0008891-1,F0008891,1,MTO (F0008891),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5013601 (Straw),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",60 Linear Feet,60,0,0.03,30 inches,2,Nikki,Other,,Print,Invoiced,Invoiced,,7/11/2025,PKEEFER@FSCO.COM,,,10,
F0008933-1,F0008933,1,MTO (F0008933),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011861 (Lavender),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",120 Linear Feet,120,0,0.05,30 inches,2,Nikki,Other,,Print,Invoiced,Invoiced,,7/11/2025,PKEEFER@FSCO.COM,,,10,
F0009037-1,F0009037,1,MTO (F0009037),F. SCHUMACHER & CO - MTO,,,Franks Garden,Franks Garden - 5016420 (Primary),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",90 Linear Feet,90,0,0.04,30 inches,2,Nikki,Other,,Print,Invoiced,Invoiced,,7/25/2025,PKEEFER@FSCO.COM,,,10,
