PO Number,Line Number,Vendor name,Material,Storage,Unit Cost,Extended Cost,Vendor Sku,Description,Qty,Received Qty,Open Qty,Gl Code,Due date,Created by,Creation date,Last Updated By,Last Update Date,Invoice Number,Status,Source,Contract,Sales Order Status
8,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1143.48,52600.08,TV130-1126-315,"43,470 Total YDS",138,138,0,,1/17/2024,BNY LIFT ADMIN,1/17/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
238,1,Test Vendor,TESTSku,"60"" Roll - ROLL",3,1350,TESTSku1,,450,600,-150,,6/2/2025,JMCDONOUGH2011@GMAIL.COM,6/2/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Cancelled,Manual,,
211,1,EPIC TEXTILES,PARComo Bleached,Fabric - ROLL,10.44,70992,H56-735,,6800,1984,4816,,9/15/2025,BLAWLOR@FSCO.COM,4/18/2025,JMCDONOUGH2011@GMAIL.COM,7/14/2025,,Partially Received,Manual,,
87,1,P K TEXTILES LIMITED,PARThar (Sesame),Fabric - ROLL,14.58,0,THAR SESAME,,0,500,-500,,5/22/2025,BLAWLOR@FSCO.COM,11/15/2024,DFARLEY@FSCO.COM,4/29/2025,,Cancelled,Manual,,
87,2,P K TEXTILES LIMITED,PARThar (Ivory),Fabric - ROLL,14.58,0,THAR IVORY,,0,2126.67,-2126.67,,5/22/2025,BLAWLOR@FSCO.COM,11/15/2024,DFARLEY@FSCO.COM,4/29/2025,,Cancelled,Manual,,
65,1,OMNI W.C. INC,"PARCPG7100 30"" 500Y","30"" Roll - ROLL",0.87,13050,CPG7100-30,,15000,9000,6000,,11/18/2024,BLAWLOR@FSCO.COM,10/28/2024,JMCDONOUGH2011@GMAIL.COM,3/17/2025,,Cancelled,Manual,,
49,1,"P+W International Co., Ltd.",PNW5004711 Sepia,"36"" Roll - ROLL",4.59,1836,5004711,,400,503,-103,,9/23/2024,BLAWLOR@FSCO.COM,9/23/2024,JMCDONOUGH2011@GMAIL.COM,10/8/2024,,Cancelled,Manual,,
44,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 100Y","60"" Roll - ROLL",1.2,1200,TV130-1126-100,,1000,999,1,,8/22/2024,LIFTADMIN,8/22/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
42,2,TWIL WALLCOVERINGS,BNY5004716 96y Ivory,"36"" Roll - ROLL",7.71,3700.8,HARUKI-SISAL-96,,480,160,320,,7/26/2024,LIFTADMIN,7/26/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
39,1,ULTRAFLEX,"BNYBaliHai 54"" 100Y","54"" Roll - ROLL",2.01,2010,BNY-BALI-HAI,these are the rolls of bali wowie,1000,33.33,966.67,,7/19/2024,LIFTADMIN,7/11/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
38,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1.2,1512,TV130-1126-315,,1260,1130,130,,7/26/2024,BLAWLOR@FSCO.COM,7/5/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
36,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 100Y","60"" Roll - ROLL",3.63,1210,TV130-1126-100,Neu Kalliss by the Yard,1000,3000,-2000,,6/7/2024,LIFTADMIN,6/6/2024,BLAWLOR@FSCO.COM,10/11/2024,,Cancelled,Manual,,
248,1,ASCENT DECOR PRIVATE LIMITED,PLN-5539 (Ivory),Fabric - ROLL,4.11,411,,Testing for Pam,100,0,100,,8/29/2025,BLAWLOR@FSCO.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,7/14/2025,,Ready To Send,Manual,,
248,2,ASCENT DECOR PRIVATE LIMITED,PLN-5569 (01),Fabric - ROLL,14.19,1419,PLN-5569 (01),Testing for Pam,100,0,100,,8/29/2025,BLAWLOR@FSCO.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,7/14/2025,,Ready To Send,Manual,,
234,2,OMNI W.C. INC,"PARGR-FS-5006920 30"" 500Y","30"" Roll - ROLL",1.11,1110,GR-FS-5006920,NO Sample,1000,0,1000,,11/1/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Ready To Send,Manual,,
219,5,OMNI W.C. INC,"PARGR-FS-5006920 30"" 500Y","30"" Roll - ROLL",1.11,1110,GR-FS-5006920,NO Sample,1000,0,1000,,10/1/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,JMCDONOUGH2011@GMAIL.COM,8/13/2025,,Ready To Send,Manual,,
218,5,OMNI W.C. INC,"PARGR-FS-5006920 30"" 500Y","30"" Roll - ROLL",1.11,1110,GR-FS-5006920,NO Sample,1000,0,1000,,10/1/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,JMCDONOUGH2011@GMAIL.COM,9/12/2025,,Ready To Send,Manual,,
214,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1.2,50535.6,TV130-1126-315,FOB Ship Date 12/15/2025,42113,0,42113,,1/15/2026,JMCDONOUGH2011@GMAIL.COM,4/24/2025,JMCDONOUGH2011@GMAIL.COM,8/20/2025,,Ready To Send,Manual,,
116,2,"Dwell America, LLC",PARSussex Bleached DWL,Fabric - ROLL,6.69,6690,Sussex Bleached,Need to take by 11-15,1000,0,1000,,11/15/2025,BLAWLOR@FSCO.COM,1/6/2025,JMCDONOUGH2011@GMAIL.COM,8/18/2025,,Ready To Send,Manual,,
116,4,"Dwell America, LLC",PARSussex Natural DWL,Fabric - ROLL,6.69,6690,,Need to take by 11-15,1000,0,1000,,11/15/2025,BLAWLOR@FSCO.COM,1/6/2025,JMCDONOUGH2011@GMAIL.COM,8/18/2025,,Ready To Send,Manual,,
220,1,"P+W International Co., Ltd.",PNW5004716 Ivory,"36"" Roll - ROLL",4.77,9616.32,5004716,9-15-2025 FOB,2016,0,2016,,10/30/2025,BLAWLOR@FSCO.COM,5/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Ready To Send,Manual,,
100,13,"P+W International Co., Ltd.",PNW5002197 (Ivory),"36"" Roll - ROLL",4.65,8481.6,5002197,7-1-2025 FOB,1824,0,1824,,8/10/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Cancelled,Manual,,
53,18,"P+W International Co., Ltd.",PNW5010852 Dove,"36"" Roll - ROLL",4.65,2697,5010852,5-25-2025 FOB,580,0,580,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Cancelled,Manual,,
281,12,"P+W International Co., Ltd.",PNW5007950 PM (Natural),"54"" Roll - ROLL",7.95,1701.3,5007950,9-15-2025 FOB,214,0,214,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,7/30/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,6,"P+W International Co., Ltd.",BLONDE RAFFIA 5016510 (WHEAT),"36"" Roll - ROLL",10.26,5130,,Schumacher,500,0,500,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,7,"P+W International Co., Ltd.",Open Paperweave 5010323 (Sky),"36"" Roll - ROLL",7.11,3555,5010323,Schumacher,500,0,500,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,8,"P+W International Co., Ltd.",Tortola Linen PW 5011320 (Natural),"36"" Roll - ROLL",8.91,4009.5,,Schumacher,450,0,450,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,9,"P+W International Co., Ltd.",June Woven Stripe 5015550 (Natural),"36"" Roll - ROLL",8.07,12912,,Schumacher,1600,0,1600,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,10,"P+W International Co., Ltd.",Oxnard Lin Paperweave 5011310 (Natural),"54"" Roll - ROLL",8.91,3564,,Schumacher,400,0,400,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,11,"P+W International Co., Ltd.",Oxnard Paperweave 5011300 (Ivory),"36"" Roll - ROLL",8.91,7128,,Schumacher,800,0,800,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,12,"P+W International Co., Ltd.",Silk Strie 5010270 (parchment),"36"" Roll - ROLL",18.45,6457.5,,Schumacher,350,0,350,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,13,"P+W International Co., Ltd.",Linen & Paperweave 5010241 (Greige),"36"" Roll - ROLL",9.51,2853,,Schumacher,300,0,300,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,14,"P+W International Co., Ltd.",5006204 Weston Raffia Weave (Charcoal),"36"" Roll - ROLL",10.32,2683.2,,Schumacher,260,0,260,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,15,"P+W International Co., Ltd.",Gilded Linen 5007844 (Silver& Gold),"36"" Roll - ROLL",8.64,2246.4,,Schumacher,260,0,260,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,16,"P+W International Co., Ltd.",5006201 Weston Raffia Weave (Grey),"36"" Roll - ROLL",10.32,2683.2,,Schumacher,260,0,260,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,17,"P+W International Co., Ltd.",Draper Stripe 5016893 (Moonlight),"36"" Roll - ROLL",5.7,3705,,Schumacher,650,0,650,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,18,"P+W International Co., Ltd.",Linen & Paperweave 5010240 (natural),"36"" Roll - ROLL",9.51,8083.5,,Schumacher,850,0,850,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,19,"P+W International Co., Ltd.",Braided Buri 5010191 (Ivory),"36"" Roll - ROLL",16.23,4057.5,,Schumacher,250,0,250,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,20,"P+W International Co., Ltd.",BANDED GRASSCLOTH 5007900 (Cream),"36"" Roll - ROLL",8.01,7609.5,,Schumacher,950,0,950,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,21,"P+W International Co., Ltd.",Zig Zag Paperweave 5016601 (Flax),"36"" Roll - ROLL",8.7,5220,,Schumacher,600,0,600,,12/15/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
276,26,"P+W International Co., Ltd.",NAKARA 5007940 (NATURAL),"36"" Roll - ROLL",7.95,1717.2,,9-15-2025 FOB,216,0,216,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
272,5,"P+W International Co., Ltd.",5017830 MULBERRY PAPER (Natural),"36"" Roll - ROLL",16.47,658.8,,9-15-2025 FOB,40,0,40,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
250,1,"P+W International Co., Ltd.",Windowpane Embro. Sisal 5015200 (Navy),"36"" Roll - ROLL",10.59,8980.32,,9-15-2025 FOB,848,0,848,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
250,2,"P+W International Co., Ltd.",Hemp Shimmer 5007870 (Ivory),"36"" Roll - ROLL",9.27,7935.12,,9-15-2025 FOB,856,0,856,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
250,3,"P+W International Co., Ltd.",Mitsu Weave 5003050 (Gold),"36"" Roll - ROLL",5.4,4795.2,,9-15-2025 FOB,888,0,888,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
250,4,"P+W International Co., Ltd.",Open Paperweave 5010321 (Leaf),"36"" Roll - ROLL",7.11,4550.4,,9-15-2025 FOB,640,0,640,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
250,5,"P+W International Co., Ltd.",June Woven Stripe 5015550 (Natural),"36"" Roll - ROLL",8.07,3228,,Schumacher,400,0,400,,12/1/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
250,6,"P+W International Co., Ltd.",5007869 SHADED SILK (Wisteria),"36"" Roll - ROLL",14.4,3110.4,,9-15-2025 FOB,216,0,216,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
250,7,"P+W International Co., Ltd.",5017780 SHADED SILK (CRIMSON),"36"" Roll - ROLL",14.4,3110.4,,9-15-2025 FOB,216,0,216,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
250,8,"P+W International Co., Ltd.",5017781 SHADED SILK (GINGER),"36"" Roll - ROLL",14.07,4502.4,,Schumacher,320,0,320,,12/1/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
250,9,"P+W International Co., Ltd.",5017782 SHADED SILK (CELERY),"36"" Roll - ROLL",14.4,3110.4,,9-15-2025 FOB,216,0,216,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
250,10,"P+W International Co., Ltd.",5017783 SHADED SILK (AEGEAN),"36"" Roll - ROLL",14.4,3110.4,,9-15-2025 FOB,216,0,216,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/2/2025,,Ready To Send,Manual,,
249,13,"P+W International Co., Ltd.",Palm Weave 5010260 (Natural),"36"" Roll - ROLL",11.88,4752,,Schumacher,400,0,400,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
249,15,"P+W International Co., Ltd.",Anodized Raffia 5007782 (Gold),"36"" Roll - ROLL",13.11,5244,,Schumacher,400,0,400,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
249,17,"P+W International Co., Ltd.",Palm Weave 5010261 (Bark),"36"" Roll - ROLL",11.88,2376,,Schumacher,200,0,200,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
249,22,"P+W International Co., Ltd.",Windowpane Embro. Sisal 5015201 (Java),"36"" Roll - ROLL",10.59,10844.16,,9-15-2025 FOB,1024,0,1024,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
247,2,"P+W International Co., Ltd.",PNW5004704 Patina,"36"" Roll - ROLL",4.77,4083.12,5004704,9-15-2025 FOB,856,0,856,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/11/2025,JMCDONOUGH2011@GMAIL.COM,8/28/2025,,Ready To Send,Manual,,
247,3,"P+W International Co., Ltd.",PNW5004703 Mocha,"36"" Roll - ROLL",4.77,10532.16,5004703,9-15-2025 FOB,2208,0,2208,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/11/2025,JMCDONOUGH2011@GMAIL.COM,8/28/2025,,Ready To Send,Manual,,
247,4,"P+W International Co., Ltd.",PNW5004701 Oatmeal,"36"" Roll - ROLL",4.77,10532.16,5004701,9-15-2025 FOB,2208,0,2208,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/11/2025,JMCDONOUGH2011@GMAIL.COM,8/28/2025,,Ready To Send,Manual,,
247,5,"P+W International Co., Ltd.",PNW5004713 Water Blue,"36"" Roll - ROLL",4.77,9616.32,5004713,9-15-2025 FOB,2016,0,2016,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/11/2025,JMCDONOUGH2011@GMAIL.COM,8/28/2025,,Ready To Send,Manual,,
247,7,"P+W International Co., Ltd.",PNW5004726 (Mauve),"36"" Roll - ROLL",4.77,5952.96,5004726,9-15-2025 FOB,1248,0,1248,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/11/2025,JMCDONOUGH2011@GMAIL.COM,8/28/2025,,Ready To Send,Manual,,
247,8,"P+W International Co., Ltd.",PNW5010858 Aloe,"36"" Roll - ROLL",4.77,5952.96,5010858,9-15-2025 FOB,1248,0,1248,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/11/2025,JMCDONOUGH2011@GMAIL.COM,8/28/2025,,Ready To Send,Manual,,
247,10,"P+W International Co., Ltd.",PNW5004708 Celery,"36"" Roll - ROLL",4.77,4121.28,5004708,9-15-2025 FOB,864,0,864,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/11/2025,JMCDONOUGH2011@GMAIL.COM,8/28/2025,,Ready To Send,Manual,,
245,1,"P+W International Co., Ltd.",Linen Stripe 5010251 (Sand),"36"" Roll - ROLL",10.8,4320,,Schumacher,400,0,400,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Ready To Send,Manual,,
245,2,"P+W International Co., Ltd.",5006171 Pearce Herringbone (Tan),"36"" Roll - ROLL",9.54,7632,5006171,Schumacher,800,0,800,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Ready To Send,Manual,,
245,3,"P+W International Co., Ltd.",5002300 SHIJIN SILK (Silver),"36"" Roll - ROLL",19.23,7692,,Schumacher,400,0,400,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Ready To Send,Manual,,
245,4,"P+W International Co., Ltd.",PNW5007861 Aqua,Fabric - ROLL,17.25,13800,5007861,Schumacher,800,0,800,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Ready To Send,Manual,,
245,5,"P+W International Co., Ltd.",Silk Strie 5010271 (Sand),"36"" Roll - ROLL",18.45,4132.8,,9-15-2025 FOB,224,0,224,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Ready To Send,Manual,,
245,6,"P+W International Co., Ltd.",Shaded Silk 5007864 (Emerald),"36"" Roll - ROLL",17.25,6900,,Schumacher,400,0,400,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Ready To Send,Manual,,
245,7,"P+W International Co., Ltd.",Paper Stripe 5012980 (White),"36"" Roll - ROLL",7.59,3036,,Schumacher,400,0,400,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Ready To Send,Manual,,
245,8,"P+W International Co., Ltd.",Linen Stripe 5010253 (Sky),"36"" Roll - ROLL",10.8,4320,,Schumacher,400,0,400,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Ready To Send,Manual,,
245,9,"P+W International Co., Ltd.",Shaded Silk 5007863 (sapphire),"36"" Roll - ROLL",17.25,13800,,Schumacher,800,0,800,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Ready To Send,Manual,,
245,10,"P+W International Co., Ltd.",Linen Lamé 5007810 (platinum),"36"" Roll - ROLL",17.85,7140,,Schumacher,400,0,400,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,8/22/2025,,Ready To Send,Manual,,
244,2,"P+W International Co., Ltd.",Dyed Raffia 5010342 (Peacock),"36"" Roll - ROLL",11.88,3564,,Schumacher,300,0,300,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
244,3,"P+W International Co., Ltd.",5006172 Pearce Herringbone (Smoke),"36"" Roll - ROLL",9.54,7632,5006172,Schumacher,800,0,800,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
244,5,"P+W International Co., Ltd.",Ruched Linen 5010220 (Natural),"36"" Roll - ROLL",17.85,5997.6,,9-15-2025 FOB,336,0,336,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
244,6,"P+W International Co., Ltd.",Metallic Mesh 5007852 (Cocoa Shimmer),"36"" Roll - ROLL",9.51,3880.08,,9-15-2025 FOB,408,0,408,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
244,9,"P+W International Co., Ltd.",Linen & Paperweave 5010241 (Greige),"36"" Roll - ROLL",9.51,4755,,Schumacher,500,0,500,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
244,12,"P+W International Co., Ltd.",PNW5007950 PM (Natural),"54"" Roll - ROLL",7.95,3243.6,5007950,9-15-2025 FOB,408,0,408,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
244,19,"P+W International Co., Ltd.",Linen Gesso 5007802 (Greige),"36"" Roll - ROLL",8.64,1244.16,,Schumacher,144,0,144,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
243,6,"P+W International Co., Ltd.",Tortola Paperweave 5011254 (Carbon),"36"" Roll - ROLL",8.91,2352.24,,9-15-2025 FOB,264,0,264,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
243,8,"P+W International Co., Ltd.",Tortola Paperweave 5011251 (Green),"36"" Roll - ROLL",8.91,1782,,9-15-2025 FOB,200,0,200,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
243,9,"P+W International Co., Ltd.",Oxnard Lin Paperweave 5011310 (Natural),"54"" Roll - ROLL",8.91,3706.56,,9-15-2025 FOB,416,0,416,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
243,13,"P+W International Co., Ltd.",Tonal Paperweave 5010290 (Ivory),"36"" Roll - ROLL",7.11,3555,,Schumacher,500,0,500,,10/1/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Cancelled,Manual,,
243,14,"P+W International Co., Ltd.",Zig Zag Paperweave 5016600 (Sesame),"36"" Roll - ROLL",8.49,3973.32,,Schumacher,468,0,468,,11/20/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Ready To Send,Manual,,
237,2,"P+W International Co., Ltd.",PNW5004715 Jet,"36"" Roll - ROLL",4.77,2747.52,5004715,9-15-2025 FOB,576,0,576,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Ready To Send,Manual,,
237,5,"P+W International Co., Ltd.",PNW5004718 Haze,"36"" Roll - ROLL",4.77,2747.52,5004718,9-15-2025 FOB,576,0,576,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,6/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Ready To Send,Manual,,
232,1,"P+W International Co., Ltd.",PNW5004706 Cornflower,"36"" Roll - ROLL",4.77,23811.84,5004706,9-15-2025 FOB,4992,0,4992,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,DFARLEY@FSCO.COM,9/8/2025,,Ready To Send,Manual,,
232,5,"P+W International Co., Ltd.",PNW5004712 Peacock,"36"" Roll - ROLL",4.77,7369.65,5004712,9-15-2025 FOB,1545,0,1545,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,DFARLEY@FSCO.COM,9/8/2025,,Ready To Send,Manual,,
232,7,"P+W International Co., Ltd.",PNW5004713 Water Blue,"36"" Roll - ROLL",4.77,6410.88,5004713,9-15-2025 FOB,1344,0,1344,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,DFARLEY@FSCO.COM,9/8/2025,,Ready To Send,Manual,,
232,10,"P+W International Co., Ltd.",PNW5004708 Celery,"36"" Roll - ROLL",4.77,2747.52,5004708,9-15-2025 FOB,576,0,576,,10/30/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,DFARLEY@FSCO.COM,9/8/2025,,Ready To Send,Manual,,
309,2,CPS&S,KALFASS PARTS,TEMP - SHEET,1540.79,1540.79,,,1,0,1,,9/12/2025,BLAWLOR@FSCO.COM,9/5/2025,BLAWLOR@FSCO.COM,9/5/2025,,Ready To Send,Manual,,
308,2,DYE INTO PRINT,SLF-WIN-OLI,TEMP - SHEET,8.95,3132.5,slf-win-oli,,350,0,350,,9/30/2025,MMUNK@FSCO.COM,9/4/2025,MMUNK@FSCO.COM,9/4/2025,,Ready To Send,Manual,,
